"Inches","Ram","Weight","Price","CpuType","HasSSD","GroupedOpSys"
13.3,8,1.37,1764.8646482359,"i7","SSD","Windows"
14,8,1.7,1284.64715629616,"i5","SSD","Windows"
12.5,8,1.34,1455.46862348344,"i5","SSD","Windows"
15.6,8,2.06,1536.5216665876,"i7","SSD","Windows"
15.6,8,1.84,1062.40494133312,"i7","SSD","Windows"
15.6,4,2.1,582.605787680364,"i3","NoSSD","Windows"
17.3,16,4.14,1916.51227726951,"i7","SSD","Windows"
15.6,4,2.18,405.265215520837,"i3","NoSSD","Linux"
15.6,16,1.8,2003.66608705894,"i7","SSD","Windows"
15.6,8,2.2,1219.28179895409,"i7","SSD","Windows"
15.6,6,2.4,491.54748721237,"i5","NoSSD","Windows"
15.6,8,2,1132.12798916466,"i7","SSD","Windows"
15.6,16,2.59,766.090703430046,"i7","NoSSD","Windows"
15.6,4,2.18,386.875761655268,"i3","NoSSD","Linux"
15.6,4,2.25,312.882177144044,"i3","NoSSD","Linux"
15.6,4,1.93,757.366607070124,"i5","NoSSD","Linux"
17.3,8,3,1017.95649834051,"i7","SSD","Windows"
15.6,8,1.84,1210.56641797515,"i7","SSD","Windows"
15.6,16,2.94,1976.52639069051,"i7","SSD","Windows"
14,8,2.31,979.608822033164,"i5","SSD","Windows"
14,8,1.65,1276.80331341511,"i5","SSD","Windows"
15.6,4,2.2,676.313563965956,"i5","NoSSD","Windows"
15.6,8,2.2,696.358940217525,"i5","SSD","Windows"
15.6,4,1.88,812.273507237463,"i5","NoSSD","Windows"
13.3,6,1.5,556.92155993542,"i5","NoSSD","Windows"
14,16,11.1,1655.92238599912,"i7","SSD","Windows"
15.6,16,2.62,1289.00484678563,"i7","SSD","Windows"
15.6,4,1.8,722.505083154353,"i5","SSD","Windows"
15.6,4,2.2,504.620558680784,"i3","NoSSD","Windows"
15.6,8,1.99,790.153870312906,"i5","NoSSD","Windows"
13.3,8,1.23,1628.9047049644,"i5","SSD","Windows"
13.3,8,1.37,1531.65848400135,"i7","SSD","Windows"
15.6,16,2.06,2090.81989684836,"i7","SSD","Windows"
15.6,8,2.5,966.535750564749,"i7","SSD","Windows"
14,16,1.14,2135.26833984097,"i7","SSD","Windows"
15.6,4,2.4,392.192144052423,"i3","NoSSD","Windows"
14,8,1.8,800.943511964838,"i5","SSD","Windows"
14,16,1.95,2265.12751642722,"i7","SSD","Windows"
13.3,8,1.2,1057.17571274575,"i5","SSD","Windows"
12.5,8,1.36,1380.51634706453,"i7","SSD","Windows"
17.3,32,3.8,2439.43513600607,"i7","SSD","Windows"
15.6,8,2.4,617.92051140704,"i5","NoSSD","Linux"
13.3,8,1.2,1263.64308813691,"i5","SSD","Windows"
15.6,8,2.2,1038.6991050704,"i7","SSD","Windows"
15.6,8,2,927.316536159507,"i5","NoSSD","Windows"
15.6,8,6.2,800.943511964838,"i7","SSD","Windows"
15.6,16,2.2,989.195741110001,"i7","SSD","Windows"
15.6,8,3.31,1042.35956508155,"i7","SSD","Windows"
17.3,32,4.42,2743.0528631695,"i7","SSD","Windows"
14,8,1.56,1071.12032231206,"i5","SSD","Windows"
15.6,4,2.2,466.272882373436,"i5","NoSSD","Windows"
15.6,6,2.04,469.759034765013,"i3","NoSSD","Windows"
17.3,8,2.7,1295.77669780627,"i7","SSD","Windows"
15.6,4,2.1,434.025972751348,"i3","SSD","Windows"
15.6,8,2.1,649.295882931234,"i7","NoSSD","Windows"
15.6,8,2,1096.394927151,"i5","SSD","Windows"
15.6,4,2.1,359.073696332441,"i3","SSD","Linux"
13.5,8,1.252,1627.90243615182,"i7","SSD","Windows"
15.6,8,1.9,712.874587172621,"i5","SSD","Windows"
13.3,8,1.3,901.170393222679,"i5","SSD","Windows"
14,4,1.63,609.205130428097,"i3","SSD","Windows"
15.6,16,2.4,1127.77029867519,"i7","SSD","Windows"
14,8,1.1,989.195741110001,"i5","SSD","Windows"
15.6,8,1.09,2003.66608705894,"i7","SSD","Windows"
15.6,16,2.5,1132.12798916466,"i5","SSD","Windows"
15.6,8,2.2,869.707867888696,"i5","SSD","Windows"
15.6,16,3.21,1787.52463878116,"i5","SSD","Windows"
17.3,4,2.5,609.205130428097,"i3","SSD","Windows"
13.3,8,1.19,1306.43560874352,"i7","SSD","Windows"
15.6,16,3.49,2452.29032295001,"i7","SSD","Windows"
15.6,4,1.86,533.912954151011,"i5","NoSSD","Windows"
15.6,4,2.2,475.572193877968,"i3","NoSSD","Windows"
14,4,1.7,609.205130428097,"i5","SSD","Windows"
17.3,8,3.14,1662.8859754013,"i7","NoSSD","Windows"
14,8,1.42,2257.28367354617,"i7","SSD","Windows"
13.3,8,1.5,848.006569251128,"i5","SSD","Windows"
14,16,1.38,1524.32013321708,"i7","SSD","Windows"
13.3,16,1.36,1635.87700974755,"i7","SSD","Windows"
15.6,8,2.56,713.78970217541,"i5","NoSSD","Windows"
15.6,4,2.1,541.617350936396,"i5","NoSSD","Windows"
15.6,8,2.18,692.872787825948,"i5","SSD","Windows"
13.3,1,1.6,870.666559796379,"i5","SSD","Windows"
15.6,16,2.18,1616.70317159388,"i7","SSD","Windows"
14,8,1.8,1038.00187459208,"i5","SSD","Windows"
15.6,8,2.5,1088.55108426995,"i7","SSD","Windows"
14,8,1.64,949.104988606864,"i5","SSD","Linux"
15.6,8,1.98,632.736659071243,"i5","NoSSD","Linux"
15.6,16,1.93,1243.38854274184,"i5","SSD","Windows"
14,8,1.87,746.969157562245,"i5","SSD","Windows"
15.6,8,1.9,1027.54341741735,"i5","SSD","Windows"
17.3,8,2.63,1045.84571747313,"i7","SSD","Windows"
14,64,1.17,1469.9710174324,"i7","SSD","Windows"
13.3,8,1.58,729.128772698349,"i5","SSD","Windows"
14,8,1.32,1306.43560874352,"i5","SSD","Windows"
17.3,32,4.36,3189.3065154343,"i7","SSD","Windows"
17.3,8,2.7,1175.25169424847,"i7","SSD","Windows"
13.3,4,1.71,565.628225533384,"i3","NoSSD","Windows"
15.6,8,2.32,513.789139470632,"i5","NoSSD","Linux"
17.3,16,4.2,1686.42621942542,"i7","SSD","Windows"
15.6,12,2.25,565.628225533384,"i5","NoSSD","Windows"
15.6,4,2.4,487.189796722899,"i5","NoSSD","Windows"
13.3,8,1.44,836.676573978503,"i5","SSD","Windows"
15.6,4,1.85,678.928178259639,"i7","NoSSD","Windows"
15.6,16,2.6,2108.25065880625,"i7","SSD","Windows"
13.3,8,1.55,574.343606512326,"i5","NoSSD","Windows"
15.6,16,1.8,1825.4191152776,"i7","SSD","Windows"
15.6,4,2.4,358.027850614968,"i3","NoSSD","Windows"
15.6,8,2,1051.94648415839,"i7","SSD","Windows"
15.6,8,2,579.572835099692,"i3","SSD","Windows"
14,8,1.25,1337.81098026771,"i5","SSD","Windows"
14,8,1.7,870.666559796379,"i5","SSD","Windows"
15.6,16,2.5,2875.20418495321,"i7","SSD","Windows"
13.3,16,0.81,1437.16632342766,"i7","SSD","Windows"
14,8,1.6,981.970690278457,"i5","SSD","Windows"
15.6,8,1.84,1655.92238599912,"i5","SSD","Windows"
15.6,4,2.37,740.720229400343,"i7","SSD","Windows"
13.3,8,1.3,1044.97417937523,"i5","SSD","Windows"
15.6,8,2.2,957.820369585807,"i5","SSD","Windows"
15.6,8,2.59,1360.47097081296,"i7","SSD","Windows"
15.6,16,4.42,2500.43408747769,"i7","SSD","Windows"
15.6,4,2.1,522.05132063867,"i5","SSD","Windows"
15.6,8,2.5,913.371926593199,"i7","SSD","Windows"
12.5,16,1.18,1620.18932398545,"i7","SSD","Windows"
13.3,8,1.2,983.966512522635,"i5","SSD","Windows"
13.3,4,1.65,739.935845112238,"i3","NoSSD","Windows"
13.3,4,1.6,570.857454120749,"i5","SSD","Windows"
15.6,16,2.72,957.820369585807,"i7","SSD","Windows"
13.3,8,1.31,1393.58941853294,"i7","SSD","Windows"
15.6,16,2.3,1029.52180889957,"i7","NoSSD","Windows"
15,16,1.71,1567.8970381118,"i7","SSD","Windows"
14,4,1.75,888.968859852159,"i5","SSD","Windows"
15.6,8,2.62,957.820369585807,"i7","NoSSD","Windows"
15.6,12,2.3,731.220464133296,"i7","NoSSD","Windows"
15.6,16,2.5,2065.54529200943,"i7","SSD","Windows"
14,4,1.8,554.298230260758,"i3","SSD","Windows"
14,16,1.95,2526.5889457955,"i7","SSD","Windows"
17.3,32,4.42,3127.77592572297,"i7","SSD","Windows"
17.3,16,4.3,2048.11453005154,"i7","SSD","Windows"
14,16,1.47,1537.3932046855,"i7","SSD","Windows"
14,16,1.7,2003.66608705894,"i7","SSD","Windows"
14,16,1.6,1648.07854311807,"i7","SSD","Windows"
15.6,8,2.2,949.104988606864,"i5","SSD","Windows"
15.6,4,2.4,870.666559796379,"i7","NoSSD","Windows"
17.3,16,4.2,2003.66608705894,"i7","SSD","Windows"
15.6,8,2.62,858.46502642586,"i5","SSD","Windows"
15.6,8,2.24,1166.98951308043,"i7","SSD","Windows"
13.3,8,1.37,1716.93005285172,"i7","SSD","Windows"
15.6,8,2.08,835.805035880608,"i5","SSD","Windows"
14,8,1.42,2030.68376809366,"i5","SSD","Windows"
15.6,8,1.95,705.945859294362,"i5","SSD","Windows"
13.9,8,1.38,1175.70489405938,"i7","SSD","Windows"
15.6,8,2,644.066654343868,"i3","SSD","Windows"
15.6,8,3.14,1799.63901834189,"i7","SSD","Windows"
15.6,8,2.37,957.820369585807,"i5","SSD","Windows"
13.3,8,1.29,1306.43560874352,"i5","SSD","Windows"
15.6,8,2.06,1524.32013321708,"i5","SSD","Windows"
12.5,8,1.26,1210.56641797515,"i5","SSD","Windows"
15.6,4,2.1,679.799716357533,"i5","NoSSD","Windows"
15.6,16,2.62,1463.31246636449,"i7","SSD","Windows"
15.6,4,2.4,530.766701617613,"i5","NoSSD","Windows"
17.3,12,3.74,1524.32013321708,"i7","NoSSD","Windows"
17.3,16,2.9,2104.76450641467,"i7","SSD","Windows"
13.3,8,0.81,1306.43560874352,"i5","SSD","Windows"
15.6,8,1.98,837.548112076397,"i7","NoSSD","Windows"
15.6,8,2.18,688.349505097876,"i5","SSD","Windows"
14,8,1.32,1620.18932398545,"i7","SSD","Windows"
12.5,16,1.29,1567.8970381118,"i7","SSD","Windows"
17.3,16,4.36,2183.22036598711,"i7","SSD","Windows"
14,4,1.76,658.011263910177,"i5","NoSSD","Windows"
15.6,4,2.1,426.966514158405,"i3","NoSSD","Windows"
14,4,1.25,949.976526704758,"i5","SSD","Windows"
14,8,1.13,2177.97370663779,"i7","SSD","Windows"
15.6,8,2.4,1044.97417937523,"i5","SSD","Windows"
14,8,1.13,1634.13393355176,"i5","NoSSD","Windows"
13.3,8,1.1,1183.54873694042,"i5","SSD","Windows"
14,4,1.76,509.84978726815,"i3","NoSSD","Windows"
14,8,1.5,539.482082596555,"i3","SSD","Windows"
17.3,32,3.49,4792.58800032061,"i7","SSD","Windows"
14,16,1.1,1829.35846748008,"i7","SSD","Windows"
15.6,4,2.1,452.328272807128,"i5","NoSSD","Linux"
14,8,1.7,1033.64418410261,"i5","SSD","Windows"
14,8,1.32,1438.03786152555,"i5","SSD","Windows"
15.6,16,3.21,2418.19575256039,"i7","SSD","Windows"
17.3,16,2.9,2108.25065880625,"i7","SSD","Windows"
15.6,4,2,583.058987491269,"i3","NoSSD","Windows"
15.6,8,2.3,514.207477757622,"i5","NoSSD","Windows"
17.3,16,2.73,1567.8970381118,"i7","SSD","Windows"
17.3,32,4.42,2678.14070563833,"i7","SSD","Windows"
17.3,8,2.63,793.099669083789,"i5","NoSSD","Windows"
15.6,8,2.18,622.269486515532,"i5","SSD","Windows"
14,8,1.54,1629.77624306229,"i7","SSD","Windows"
15.6,4,2.18,644.066654343868,"i7","SSD","Windows"
13.3,8,1.45,894.198088439525,"i5","SSD","Windows"
13.3,8,1.28,1984.49224890526,"i5","SSD","Windows"
14,8,1.54,1279.41792770879,"i7","SSD","Windows"
15.6,16,2.1,1655.05084790123,"i7","SSD","Windows"
17.3,8,2.83,753.880454678547,"i7","NoSSD","Linux"
14,8,1.96,1658.5370002928,"i7","SSD","Windows"
15.6,8,2.3,685.900483042793,"i7","SSD","Windows"
15.6,8,1.9,823.603502510089,"i5","SSD","Windows"
13.3,8,1.28,2230.26599251145,"i7","SSD","Windows"
13.3,8,1.62,565.628225533384,"i5","NoSSD","Windows"
15.6,8,2.3,741.382598354743,"i5","NoSSD","Windows"
15.6,8,1.84,1175.70489405938,"i5","SSD","Windows"
13.3,4,1.05,1119.92645579414,"i5","SSD","Windows"
13.3,16,1.29,1952.24533928317,"i7","SSD","Windows"
15.6,4,2.07,793.099669083789,"i5","NoSSD","Windows"
13.3,8,1.2,954.33421719423,"i5","SSD","Windows"
13.3,8,1.37,1699.49929089383,"i7","SSD","Windows"
14,8,1.56,786.127364300635,"i5","SSD","Windows"
15.6,8,2.23,1549.59473805602,"i7","NoSSD","Windows"
15.6,4,2.38,919.472693278459,"i5","NoSSD","Windows"
15.6,8,2,1209.69487987725,"i7","SSD","Windows"
13.3,4,1.44,640.580501952291,"i3","SSD","Windows"
15,16,1.23,1611.47394300651,"i7","SSD","Windows"
12.5,8,1.6,1472.89938544132,"i7","SSD","Windows"
13.3,8,1.28,814.888121531146,"i5","SSD","Windows"
15.6,4,2.18,795.278514328525,"i5","SSD","Windows"
15.6,4,2.04,731.220464133296,"i5","SSD","Windows"
13.3,4,1.28,1481.61476642027,"i5","SSD","Windows"
15.6,4,2.3,596.829289437999,"i5","NoSSD","Windows"
15.6,8,2.2,583.058987491269,"i7","NoSSD","Windows"
13.3,4,1.28,1567.8970381118,"i5","SSD","Windows"
15.6,4,2.18,397.15991121042,"i3","NoSSD","Linux"
17.3,12,2.2,1193.92004030537,"i5","SSD","Windows"
14,4,1.95,1102.49569383626,"i5","SSD","Windows"
13.3,16,1.42,1219.28179895409,"i7","SSD","Windows"
15,8,1.17,1480.74322832237,"i7","SSD","Windows"
14,8,1.32,1567.8970381118,"i5","SSD","Windows"
17.3,16,2.43,2308.70442132193,"i7","SSD","Windows"
13.3,8,1.05,1285.51869439405,"i5","SSD","Windows"
15.6,8,2.62,809.65889294378,"i7","NoSSD","Linux"
15.6,8,2.04,784.384288104846,"i7","NoSSD","Windows"
15.6,4,2.18,535.124392107084,"i3","NoSSD","Windows"
15.6,8,1.9,814.888121531146,"i5","NoSSD","Windows"
13.3,8,1.24,1754.49334487096,"i7","SSD","Windows"
17.3,32,3.58,1114.69722720678,"i7","SSD","Windows"
13.3,16,1.22,1437.16632342766,"i7","SSD","Windows"
14,8,1.13,1785.78156258537,"i7","NoSSD","Windows"
15.6,8,1.95,1710.82057078548,"i5","SSD","Windows"
15.6,16,1.08,1829.35846748008,"i7","SSD","Windows"
12.5,8,1.26,1292.49099917721,"i7","SSD","Windows"
15.6,8,2.6,687.643559238582,"i5","SSD","Windows"
14,8,0.98,1655.05084790123,"i7","SSD","Windows"
14,8,1.6,1050.2034079626,"i5","SSD","Windows"
15.6,6,2.2,687.643559238582,"i7","SSD","Windows"
15.6,8,2.04,888.088606373286,"i7","SSD","Windows"
15.6,4,2.4,434.897510849243,"i3","NoSSD","Windows"
13.3,4,1.44,767.825064244855,"i5","SSD","Windows"
13.3,8,1.49,836.676573978503,"i5","SSD","Windows"
17.3,16,2.7,1393.58941853294,"i7","SSD","Windows"
15.6,16,2.6,1175.70489405938,"i7","SSD","Windows"
15.6,8,2.2,976.044231212776,"i5","SSD","Windows"
15.6,4,2.18,596.994881676599,"i5","NoSSD","Windows"
15.6,8,1.84,1130.37619758789,"i7","SSD","Windows"
13.3,8,1.37,1590.55702865705,"i5","SSD","Windows"
15.6,4,1.95,636.13565765303,"i5","NoSSD","Windows"
12.5,8,1.36,1438.03786152555,"i7","SSD","Windows"
15.6,8,2.31,1015.34188404683,"i5","SSD","Windows"
15.6,4,2.18,617.10126559502,"i5","NoSSD","Windows"
14,4,1.95,1001.39727448052,"i5","NoSSD","Windows"
12.5,4,1.26,1376.15865657506,"i5","NoSSD","Windows"
13.3,16,1.3,1567.8970381118,"i7","SSD","Windows"
14,4,1.47,963.049598173172,"i5","SSD","Windows"
12.5,8,1.26,1454.59708538554,"i5","SSD","Windows"
15.6,4,2.18,486.841181483741,"i3","NoSSD","Windows"
15.6,8,2.2,1044.97417937523,"i7","SSD","Windows"
17.3,16,4.36,2403.70207399241,"i7","SSD","Windows"
17.3,8,2.75,1219.28179895409,"i5","SSD","Windows"
15.6,4,2.23,539.482082596555,"i5","NoSSD","Windows"
15.6,8,2.2,975.251131543692,"i5","SSD","Windows"
12.5,8,1.36,1283.07838771995,"i5","SSD","Windows"
17.3,4,2.36,574.343606512326,"i3","NoSSD","Windows"
15.6,8,2,1960.08918216422,"i7","SSD","Windows"
14,8,1.36,1546.98012376234,"i7","SSD","Windows"
13.3,8,1.2,1272.44562292564,"i5","SSD","Windows"
14,8,1.7,1297.71151238359,"i7","SSD","Windows"
17.3,16,4.36,2748.83116075854,"i7","SSD","Windows"
13.3,8,1.24,1655.05084790123,"i5","SSD","Windows"
13.3,8,1.3,1105.11030812994,"i7","SSD","Windows"
13.3,8,1.2,1337.81098026771,"i5","SSD","Windows"
12.5,8,1.36,1533.90705229392,"i5","SSD","Windows"
15.6,12,2.4,879.381940775322,"i5","SSD","Windows"
12.5,8,1.1,1560.05319523075,"i7","SSD","Windows"
15.6,8,2.04,737.756999867503,"i5","NoSSD","Windows"
15.6,4,2.25,405.805569141532,"i3","NoSSD","Linux"
15.6,4,1.9,719.018930762776,"i5","NoSSD","Windows"
15.6,4,2.04,597.003597057578,"i3","NoSSD","Windows"
17.3,32,4.42,2744.47347026907,"i7","SSD","Windows"
15.6,6,2.4,605.71897803652,"i5","SSD","Windows"
13.3,16,1.22,1655.05084790123,"i7","SSD","Windows"
14,8,1.5,1710.8118554045,"i7","SSD","Windows"
17.3,32,4.42,2440.30667410397,"i7","SSD","Windows"
14,8,1.95,1028.41495551524,"i5","SSD","Windows"
17.3,16,2.73,1786.56594687347,"i7","SSD","Windows"
15.6,8,2.04,853.235797838494,"i5","SSD","Windows"
14,4,1.7,873.281174090062,"i5","NoSSD","Windows"
15.6,16,2.3,1567.8970381118,"i7","SSD","Windows"
17.3,16,2.99,1524.32013321708,"i7","SSD","Windows"
15.6,12,2.19,1132.12798916466,"i7","SSD","Windows"
13.3,4,1.2,1041.48802698366,"i5","SSD","Windows"
15.6,4,2.3,565.628225533384,"i5","SSD","Windows"
14,4,1.75,797.45735957326,"i5","NoSSD","Windows"
15.6,4,2.25,522.05132063867,"i5","NoSSD","Windows"
15.6,8,2.04,702.459706902785,"i5","NoSSD","Windows"
15.6,8,2.5,1036.25879839629,"i7","SSD","Windows"
15.6,8,2.36,652.782035322811,"i7","NoSSD","Windows"
14,8,1.6,975.251131543692,"i5","SSD","Windows"
15.6,4,2.1,434.897510849243,"i3","SSD","Windows"
15.6,8,2.3,1175.70489405938,"i5","SSD","Windows"
13.3,8,1.4,1002.26881257841,"i5","SSD","Windows"
13.3,8,1.11,1175.70489405938,"i7","SSD","Windows"
15.6,16,2.5,1567.8970381118,"i7","SSD","Windows"
14,8,1.48,1820.64308650114,"i7","SSD","Windows"
15.6,8,2.7,1098.13800334678,"i7","SSD","Windows"
13.3,8,1.34,1036.25879839629,"i5","SSD","Windows"
15.6,4,2.18,476.731339548168,"i3","SSD","Windows"
14,4,1.64,678.928178259639,"i5","NoSSD","Windows"
13.3,4,1.2,1041.48802698366,"i5","SSD","Windows"
14,4,1.48,958.683192302722,"i5","SSD","Windows"
14,4,1.95,1050.2034079626,"i5","SSD","Windows"
14,8,1.43,1262.8587038488,"i7","SSD","Windows"
14,8,1.64,914.470064596546,"i5","SSD","Windows"
14,4,1.64,596.132058959683,"i3","NoSSD","Windows"
15.6,8,2.65,827.089654901666,"i5","NoSSD","Windows"
12.5,4,1.26,1341.29713265929,"i5","NoSSD","Windows"
14,4,1.48,1385.7455756519,"i5","SSD","Windows"
14,8,1.54,1644.77541372705,"i7","SSD","Windows"
13.3,4,1.49,697.230478315419,"i3","NoSSD","Windows"
13.3,8,1.5,1054.56109845207,"i5","SSD","Windows"
15.6,4,2.04,671.075619997612,"i3","SSD","Windows"
17.3,16,2.4,2586.7250745502,"i7","SSD","Windows"
14,8,1.47,1298.59176586247,"i5","SSD","Windows"
14,8,1.43,1942.65842020634,"i7","SSD","Windows"
15.6,4,2.08,693.735610542863,"i3","NoSSD","Windows"
13.3,8,1.2,1385.7455756519,"i5","SSD","Windows"
13.3,8,1.11,1001.39727448052,"i5","SSD","Windows"
14,8,1.64,1033.14740738681,"i7","SSD","Windows"
15.6,8,2.09,912.012327160484,"i5","NoSSD","Windows"
12.5,4,1.26,1358.72789461717,"i5","SSD","Windows"
14,4,2.31,1036.25879839629,"i5","NoSSD","Windows"
14,4,1.95,923.83038376793,"i5","NoSSD","Windows"
13.3,8,1.29,1415.3778709803,"i5","SSD","Windows"
17.3,8,2.63,941.261145725816,"i5","SSD","Windows"
14,4,1.64,848.006569251128,"i5","SSD","Windows"
17.3,8,2.7,1038.6991050704,"i7","SSD","Windows"
14,8,1.95,1041.48802698366,"i5","SSD","Windows"
15.6,8,1.84,1071.11160693108,"i7","SSD","Windows"
12.5,8,1.26,1175.70489405938,"i7","SSD","Windows"
15.6,4,2.04,646.681268637551,"i5","NoSSD","Windows"
14,8,1.47,1503.40321886762,"i7","SSD","Windows"
15.6,8,2.09,926.401421156718,"i5","SSD","Windows"
14,8,1.64,880.697963303143,"i5","SSD","Windows"
15.6,4,1.8,738.19276891645,"i7","SSD","Windows"
15.6,16,2.4,1241.94178949934,"i7","SSD","Windows"
15.6,8,2.3,914.76638754983,"i5","SSD","Windows"
14,4,1.54,871.538097894274,"i5","NoSSD","Windows"
15.6,8,1.84,1833.14094282494,"i5","SSD","Windows"
14,8,1.43,1280.28946580669,"i5","SSD","Windows"
17.3,16,3.78,1347.08414562931,"i7","SSD","Windows"
17.3,16,4.6,1995.81352879691,"i7","SSD","Windows"
14,16,1.1,2283.429816483,"i7","SSD","Windows"
15.6,8,1.91,853.235797838494,"i7","NoSSD","Windows"
15.6,8,2.3,953.462679096335,"i5","SSD","Windows"
15.6,4,2.04,853.235797838494,"i5","SSD","Windows"
13.3,16,1.2,1964.44687265369,"i7","SSD","Windows"
15.6,4,2.31,614.565089730147,"i3","NoSSD","Windows"
13.3,12,1.6,1132.12798916466,"i7","SSD","Windows"
15.6,16,2.94,1585.32780006968,"i7","SSD","Windows"
15.6,4,2.25,487.189796722899,"i5","NoSSD","Windows"
15.6,16,2.32,862.814001534352,"i7","NoSSD","Windows"
15.6,16,1.8,1681.19699083805,"i7","SSD","Windows"
13.3,8,1.29,1270.70254672985,"i7","SSD","Windows"
17.3,64,3.58,3464.36393912974,"i7","SSD","Windows"
13.3,8,1.62,695.496117500609,"i7","SSD","Windows"
15.6,16,3.21,1158.27413210149,"i7","SSD","Windows"
15.6,4,2.06,420.063932423082,"i3","NoSSD","Windows"
15.6,4,2.31,1044.97417937523,"i5","NoSSD","Windows"
12.5,8,1.26,1044.97417937523,"i5","SSD","Windows"
13.3,8,1.49,949.976526704758,"i7","SSD","Windows"
12.5,8,1.3,1493.37181536086,"i7","SSD","Windows"
17.3,8,3,574.343606512326,"i5","NoSSD","Windows"
15.6,4,2.3,851.492721642705,"i5","NoSSD","Windows"
17.3,16,3.78,2177.97370663779,"i7","SSD","Windows"
15.6,4,2.1,470.630572862908,"i5","NoSSD","Windows"
15.6,4,2.31,819.245812020617,"i5","NoSSD","Windows"
17.3,32,4.6,2823.78343717745,"i7","SSD","Windows"
13.3,16,1.3,1785.78156258537,"i7","SSD","Windows"
15.6,8,2.18,653.653573420705,"i5","SSD","Windows"
14,4,1.54,898.547063548017,"i5","NoSSD","Windows"
15.6,8,1.9,1302.94945635194,"i7","SSD","Windows"
14,8,1.7,1044.97417937523,"i5","SSD","Windows"
17.3,8,2.7,1393.58941853294,"i7","SSD","Windows"
13.3,4,1.4,713.223202411779,"i5","SSD","Windows"
12.5,4,2.4,1393.58941853294,"i5","SSD","Windows"
15.6,8,2.4,696.358940217525,"i5","SSD","Windows"
15.6,8,2.36,556.738536934862,"i5","NoSSD","Windows"
17.3,8,2.6,1393.58941853294,"i7","SSD","Windows"
17.3,16,4.3,2003.66608705894,"i7","SSD","Windows"
12.5,4,1.5,989.326471824685,"i3","NoSSD","Windows"
12.5,4,1.5,1017.05881409968,"i3","SSD","Windows"
17.3,8,3,2526.5889457955,"i7","NoSSD","Windows"
15.6,16,2.4,1044.97417937523,"i7","SSD","Windows"
12.5,8,1.5,1231.5704861344,"i5","SSD","Windows"
17.3,8,2.9,1317.05965815685,"i7","SSD","Windows"
15.6,4,2.1,755.623530874335,"i5","SSD","Windows"
15.6,16,2.59,1166.98951308043,"i7","SSD","Windows"
15.6,4,2.24,670.343527995381,"i5","NoSSD","Windows"
15.6,4,2.1,373.889843996643,"i3","SSD","Windows"
13.3,8,1.16,1716.05851475382,"i7","SSD","Windows"
13.3,8,1.23,1201.8510369962,"i7","SSD","Windows"
17.3,16,4.6,2396.72105382827,"i7","SSD","Windows"
12.5,8,1.25,896.812702733208,"i7","SSD","Windows"
13.3,16,1.05,1940.04380591265,"i7","SSD","Windows"
17.3,8,3.52,1143.88503810526,"i7","SSD","Windows"
13.3,8,1.16,1472.89938544132,"i5","SSD","Windows"
14,8,1.43,1318.63714211404,"i5","SSD","Windows"
15.6,4,2.09,456.363494200379,"i5","NoSSD","Linux"
15.6,4,2,379.119072584009,"i3","NoSSD","Windows"
14,8,1.8,1454.59708538554,"i7","SSD","Windows"
12.5,8,1.26,1651.56469550965,"i5","SSD","Windows"
17.3,8,3.35,983.966512522635,"i5","SSD","Windows"
15.6,8,2.04,548.197463575498,"i7","NoSSD","Windows"
14,8,1.8,1786.98428516046,"i7","SSD","Windows"
15.6,8,1.84,655.396649616494,"i7","SSD","Windows"
15.6,4,2.23,536.867468302873,"i5","NoSSD","Windows"
15.6,16,2.5,957.820369585807,"i7","NoSSD","Windows"
17.3,8,3,3442.05256382364,"i7","SSD","Windows"
15.6,8,2.5,683.28586874911,"i5","NoSSD","Windows"
17.3,16,3.78,2090.81989684836,"i7","SSD","Windows"
15.6,8,1.88,1892.73671795895,"i7","SSD","Windows"
14,16,2.8,2126.55295886203,"i7","SSD","Windows"
15.6,8,2.4,995.993738273576,"i7","SSD","Windows"
13.3,8,1.48,1419.73556146977,"i5","SSD","Windows"
15.6,8,2.59,1942.65842020634,"i7","SSD","Windows"
13.3,8,1.48,1567.8970381118,"i7","SSD","Windows"
15.6,8,2,1655.05084790123,"i7","SSD","Windows"
12.5,8,1.26,2001.87943395825,"i7","SSD","Windows"
15.6,8,2.18,880.166325063427,"i7","SSD","Windows"
15.6,8,1.88,1376.15865657506,"i5","SSD","Windows"
14,8,1.27,2038.52761097471,"i7","SSD","Windows"
15.6,8,2.62,1044.97417937523,"i7","NoSSD","Windows"
15.6,8,2.04,1961.55336616868,"i5","SSD","Windows"
17.3,16,2.7,1301.03207253657,"i7","SSD","Windows"
14,12,1.4,2003.66608705894,"i7","SSD","Windows"
15.6,8,2.5,687.199074808656,"i5","NoSSD","Windows"
13.3,8,1.48,1778.80925780221,"i7","SSD","Windows"
14,8,1.7,1306.43560874352,"i7","SSD","Windows"
14,16,1.7,1541.75089517497,"i7","SSD","Windows"
15.6,8,2.62,783.512750006952,"i7","NoSSD","Windows"
15.6,8,2.2,400.035986933472,"i3","NoSSD","Windows"
15.6,8,2.62,1305.56407064562,"i7","SSD","Windows"
15.6,8,1.95,1211.43795607304,"i5","SSD","Windows"
15.6,4,2.2,407.87982981452,"i3","NoSSD","Windows"
15.6,8,2.2,731.220464133296,"i7","NoSSD","Windows"
15.6,8,1.96,591.774368470212,"i7","SSD","Windows"
